,answers,id,questions,target_answers,score,correct
1034,The worst ignorance is that of not wanting to stop being ignorant about something ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",4.0,1.0
1035,Learn everything is important ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.0,0.0
1036,To have a criterion of rejecting something must at least be known ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.5,0.0
1037,We must learn about the things that we ignore ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.0,0.0
1038,Ignorance by own decision is the worst. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",4.0,1.0
1039,never ignore the unknown ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",3.0,0.0
1040,That you should not reject what you do not know but understand it because you do not know if you need it later. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.5,0.0
1041,We should never despise knowledge. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",3.0,0.0
1042,A person passes by ignorant when criticizing something of which he has no idea. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.0,0.0
1043,When we abstain to learn we are being ignored ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",4.0,1.0
1044,It is easy to review and give a trial without having a prior knowledge about that. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",1.5,0.0
1045,The one who thinks he knows more is because he knows less than he believes. ,6,Your highest level of ignorance is when you reject something of which you do not know anything. Of the text it is inferred that ,"When man rejects what is not known, it reaches the highest level of ignorance. ",2.0,0.0
