,answer,id,score,correct,questions,target_answers
926,"Para rechazar algo, primero debes conocerlo.",6,2.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
927,"Rechazar algo sin saber que es, significa querer seguir sin saber nada.",6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
928,la ignorancia es visible a través del prejuicio,6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
929,"El texto nos invita a ser más abierto de mente, con respecto al aprendizaje de cosas nuevas, todas los días nos presentan oportunidades para aprender cosas nuevas y rechazar el poder instruirnos en esto representa la verdadera ignorancia.",6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
930,"El ser humano rechaza y teme a lo desconocido para el, sin saber si es bueno o malo",6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
931,"Si no te sumerges en lo que no sabes, nunca sabrás nada",6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
932,No se puede opinar sobre lo que no se sabe.,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
933,"Rechazar algo de lo que no sabes es peor que el no saber, porque al no saber tienes la oportunidad de aprender pero si rechazas algo que no sabes, es lo peor y la más alta ignorancia.",6,5.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
934,Antes de tomar una decisión aprende mas del tema de esa decicion,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
935,Ignorar lo que no conoces solo hará que conozcas menos,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
936,Se infiere que a veces por no saber algo o sobre algo lo dejamos a un lado o lo rechazamos sin saber que era o qué beneficio puede traer a tu vida esa información o cosa,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
937,"Al tener el conocimiento adecuado de ciertas cosas, podemos decidir que hacer con esa información; si lo rechazamos o si lo conservamos.",6,1.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
938,No se debe juzgar sin conocimiento,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
939,"El humano le tiene miedo a lo que no entiende, esto se ha visto que a lo largo de las historia,  en donde el hombre utiliza la fuerza bruta o la brutalidad en sí para tratar de destruir o excluir todo aquello que no entiende.",6,1.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
940,La ignorancia es rechazar lo desconocido,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
941,Somos ignorantes al no querer saber de algo,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
942,Si,6,0.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
943,No es suficiente conocer algo a la ligera para rechazarlo.,6,1.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
944,El mayor acto de ignorancia es no querer dejar de ser ignorante,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
945,No podemos rechazar aquello de lo que no poseemos conocimiento alguno. El hacerlo indicaría que somos ignorantes.,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
946,la persona que es cerrada y terca nunca va a poder dar un paso adelante,6,2.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
947,"Si no conoces algo, es mejor intentar conocerlo antes que juzgar o resistirse a aprender nuevas cosas",6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
948,"La ignorancia, en ocasiones, es un elección",6,3.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
949,La ignorancia se ve reflejada en una mente cerrada.,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
950,La peor ignorancia es reusarse a comprender,6,4.5,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
951,No querer aprender nuevos conocimientos es un grave error,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
952,Objetar estando en la ignorancia es una decisión ignorante.,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
953,No intentar algo nuevo (o prejuzgarlo) demuestra que tan poco sabes.,6,3.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
954,La ignorancia es mayor cuando nos imposibilitamos conocer aquello que es desconocido para nosotros.,6,5.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
955,No debemos ignorar cualquier oportunidad de aprendizaje,6,3.0,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
956,Rechazar algo que no conocemos nos quita la posibilidad de dejar la ignorancia.,6,3.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
957,Aceptar ser ignorante y rechazar aún así el conocimiento para dejar de serlo,6,2.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
958,No escuchar acerca de y juzgar o rechazar,6,1.5,0.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
959,"Cuando nos cerramos y nos negamos a  salir de nuestra ignorancia, esa es la mayor evidencia de que nuestro nulo conocimiento.",6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
960,El no aceptar algo que es desconocido te convierte en una persona ignorante.,6,4.0,1.0,Tu nivel más alto de ignorancia es cuando rechazas algo de lo cual no sabes nada. Del texto se infiere que,"Cuando el hombre rechaza lo que no se conoce, alcanza el máximo nivel de ignorancia."
